Size		Time		Stack Size
839		0.395000		3358
840		0.420000		3362
841		0.399000		3366
842		0.396000		3370
843		0.401000		3374
844		0.399000		3378
845		0.398000		3382
846		0.398000		3386
847		0.400000		3390
848		0.438000		3394
849		0.457000		3398
850		0.439000		3402
851		0.414000		3406
852		0.428000		3410
853		0.421000		3414
854		0.409000		3418
855		0.410000		3422
856		0.411000		3426
857		0.412000		3430
858		0.414000		3434
859		0.419000		3438
860		0.566000		3442
861		0.580000		3446
862		0.422000		3450
863		0.421000		3454
864		0.425000		3458
865		0.424000		3462
866		0.425000		3466
867		0.423000		3470
868		0.419000		3474
869		0.419000		3478
870		0.419000		3482
871		0.426000		3486
872		0.423000		3490
873		0.424000		3494
874		0.429000		3498
875		0.429000		3502
876		0.428000		3506
877		0.435000		3510
878		0.427000		3514
879		0.428000		3518
880		0.428000		3522
881		0.428000		3526
882		0.434000		3530
883		0.434000		3534
884		0.437000		3538
885		0.438000		3542
886		0.441000		3546
887		0.436000		3550
888		0.442000		3554
889		0.453000		3558
890		0.444000		3562
891		0.444000		3566
892		0.444000		3570
893		0.447000		3574
894		0.450000		3578
895		0.450000		3582
896		0.592000		3586
897		0.570000		3590
898		0.462000		3594
899		0.462000		3598
900		0.483000		3602
901		0.482000		3606
902		0.480000		3610
903		0.476000		3614
904		0.482000		3618
905		0.481000		3622
906		0.484000		3626
907		0.482000		3630
908		0.487000		3634
909		0.487000		3638
910		0.490000		3642
911		0.489000		3646
912		0.491000		3650
913		0.491000		3654
914		0.548000		3658
915		0.536000		3662
916		0.498000		3666
917		0.499000		3670
918		0.496000		3674
919		0.496000		3678
920		0.496000		3682
921		0.517000		3686
922		0.526000		3690
923		0.498000		3694
924		0.498000		3698
925		0.502000		3702
926		0.501000		3706
927		0.510000		3710
928		0.702000		3714
929		0.567000		3718
930		0.513000		3722
931		0.505000		3726
932		0.507000		3730
933		0.512000		3734
934		0.508000		3738
935		0.508000		3742
936		0.510000		3746
937		0.509000		3750
938		0.510000		3754
939		0.516000		3758
940		0.517000		3762
941		0.517000		3766
942		0.516000		3770
943		0.518000		3774
944		0.515000		3778
945		0.517000		3782
946		0.516000		3786
947		0.520000		3790
948		0.522000		3794
949		0.525000		3798
950		0.522000		3802
951		0.526000		3806
952		0.538000		3810
953		0.525000		3814
954		0.528000		3818
955		0.530000		3822
956		0.529000		3826
957		0.529000		3830
958		0.726000		3834
959		0.543000		3838
960		0.573000		3842
961		0.538000		3846
962		0.545000		3850
963		0.538000		3854
964		0.539000		3858
965		0.540000		3862
966		0.544000		3866
967		0.541000		3870
968		0.541000		3874
969		0.543000		3878
970		0.542000		3882
971		0.600000		3886
972		0.590000		3890
973		0.553000		3894
974		0.551000		3898
975		0.560000		3902
976		0.825000		3906
977		0.884000		3910
978		0.617000		3914
979		0.546000		3918
980		0.818000		3922
981		0.912000		3926
982		0.597000		3930
983		0.561000		3934
984		0.589000		3938
985		0.612000		3942
986		0.662000		3946
987		0.552000		3950
988		0.545000		3954
989		0.545000		3958
990		0.566000		3962
991		0.566000		3966
992		0.566000		3970
993		0.568000		3974
994		0.570000		3978
995		0.568000		3982
996		0.569000		3986
997		0.570000		3990
998		0.571000		3994
999		0.570000		3998
1000		0.567000		4002
1001		0.569000		4006
1002		0.568000		4010
1003		0.570000		4014
1004		0.571000		4018
1005		0.572000		4022
1006		0.574000		4026
1007		0.603000		4030
1008		0.569000		4034
1009		0.565000		4038
1010		0.565000		4042
1011		0.566000		4046
1012		0.590000		4050
1013		0.568000		4054
1014		0.569000		4058
1015		0.624000		4062
1016		0.569000		4066
1017		0.570000		4070
1018		0.570000		4074
1019		0.573000		4078
1020		0.573000		4082
1021		0.828000		4086
1022		0.632000		4090
1023		0.579000		4094
1024		0.581000		4098
1025		0.583000		4102
1026		0.584000		4106
1027		0.591000		4110
1028		0.584000		4114
1029		0.593000		4118
1030		0.594000		4122
1031		0.594000		4126
1032		0.606000		4130
1033		0.636000		4134
1034		0.608000		4138
1035		0.597000		4142
1036		0.598000		4146
1037		0.598000		4150
1038		0.615000		4154
1039		0.617000		4158
1040		0.608000		4162
1041		0.646000		4166
1042		0.608000		4170
1043		0.631000		4174
1044		0.606000		4178
1045		0.606000		4182
1046		0.609000		4186
1047		0.633000		4190
1048		0.611000		4194
1049		0.611000		4198
1050		0.613000		4202
1051		0.616000		4206
1052		0.617000		4210
1053		0.621000		4214
1054		0.620000		4218
1055		0.622000		4222
1056		0.622000		4226
1057		0.623000		4230
1058		0.637000		4234
1059		0.683000		4238
1060		0.625000		4242
1061		0.625000		4246
1062		0.625000		4250
1063		0.624000		4254
1064		0.650000		4258
1065		0.646000		4262
1066		0.635000		4266
1067		0.711000		4270
1068		0.662000		4274
1069		0.637000		4278
1070		0.933000		4282
1071		0.651000		4286
1072		0.669000		4290
1073		0.642000		4294
1074		0.642000		4298
1075		0.642000		4302
1076		0.643000		4306
1077		0.654000		4310
1078		0.646000		4314
1079		0.645000		4318
1080		0.646000		4322
1081		0.647000		4326
1082		0.659000		4330
1083		0.714000		4334
1084		0.652000		4338
1085		0.652000		4342
1086		0.651000		4346
1087		0.653000		4350
1088		0.677000		4354
1089		0.693000		4358
1090		0.661000		4362
1091		0.658000		4366
1092		0.692000		4370
1093		0.726000		4374
1094		0.665000		4378
1095		0.664000		4382
1096		0.664000		4386
1097		0.666000		4390
1098		0.667000		4394
1099		0.670000		4398
1100		0.708000		4402
1101		0.707000		4406
1102		0.709000		4410
1103		0.710000		4414
1104		0.711000		4418
1105		0.713000		4422
1106		0.738000		4426
1107		0.742000		4430
1108		0.717000		4434
1109		0.718000		4438
1110		0.718000		4442
1111		0.777000		4446
1112		0.722000		4450
1113		0.726000		4454
1114		1.229000		4458
1115		0.758000		4462
1116		0.766000		4466
1117		0.726000		4470
1118		0.728000		4474
1119		0.731000		4478
1120		0.731000		4482
1121		0.769000		4486
1122		0.756000		4490
1123		0.729000		4494
1124		0.736000		4498
1125		0.757000		4502
1126		0.742000		4506
1127		0.788000		4510
1128		0.745000		4514
1129		0.743000		4518
1130		0.743000		4522
1131		0.756000		4526
1132		0.774000		4530
1133		0.752000		4534
1134		0.752000		4538
1135		0.749000		4542
1136		0.818000		4546
1137		0.756000		4550
1138		0.755000		4554
1139		0.756000		4558
1140		0.757000		4562
1141		0.757000		4566
1142		0.761000		4570
1143		0.761000		4574
1144		0.760000		4578
1145		0.764000		4582
1146		0.765000		4586
1147		0.767000		4590
1148		0.814000		4594
1149		0.769000		4598
1150		0.769000		4602
1151		0.770000		4606
1152		0.840000		4610
1153		0.792000		4614
1154		1.129000		4618
1155		0.781000		4622
1156		0.844000		4626
1157		0.778000		4630
1158		0.777000		4634
1159		0.780000		4638
1160		0.801000		4642
1161		0.813000		4646
1162		0.782000		4650
1163		0.784000		4654
1164		0.851000		4658
1165		0.790000		4662
1166		0.811000		4666
1167		0.791000		4670
1168		0.850000		4674
1169		0.795000		4678
1170		0.795000		4682
1171		0.818000		4686
1172		0.797000		4690
1173		0.821000		4694
1174		0.796000		4698
1175		0.805000		4702
1176		0.848000		4706
1177		0.796000		4710
1178		0.807000		4714
1179		0.806000		4718
1180		0.809000		4722
1181		0.809000		4726
1182		0.809000		4730
1183		0.811000		4734
1184		0.813000		4738
1185		0.815000		4742
1186		0.835000		4746
1187		0.832000		4750
1188		0.838000		4754
1189		0.816000		4758
1190		0.819000		4762
1191		1.128000		4766
1192		0.839000		4770
1193		0.843000		4774
1194		0.830000		4778
1195		0.823000		4782
1196		0.887000		4786
1197		0.827000		4790
1198		0.829000		4794
1199		0.833000		4798
1200		0.813000		4802
1201		0.812000		4806
1202		0.811000		4810
1203		0.814000		4814
1204		0.816000		4818
1205		0.818000		4822
1206		0.835000		4826
1207		0.844000		4830
1208		0.819000		4834
1209		0.817000		4838
1210		0.818000		4842
1211		0.819000		4846
1212		0.859000		4850
1213		0.831000		4854
1214		0.828000		4858
1215		0.828000		4862
1216		0.890000		4866
1217		0.830000		4870
1218		0.833000		4874
1219		0.832000		4878
1220		0.833000		4882
1221		0.832000		4886
1222		0.835000		4890
1223		0.859000		4894
1224		0.838000		4898
1225		0.855000		4902
1226		0.873000		4906
1227		1.151000		4910
1228		0.848000		4914
1229		0.843000		4918
1230		0.855000		4922
1231		0.879000		4926
1232		0.855000		4930
1233		0.851000		4934
1234		0.896000		4938
1235		0.855000		4942
1236		0.859000		4946
1237		0.856000		4950
1238		0.857000		4954
1239		0.864000		4958
1240		0.863000		4962
1241		0.858000		4966
1242		0.861000		4970
1243		0.872000		4974
1244		0.898000		4978
1245		0.865000		4982
1246		0.864000		4986
1247		0.865000		4990
1248		0.870000		4994
1249		0.873000		4998
1250		0.909000		5002
1251		0.879000		5006
1252		0.875000		5010
1253		0.938000		5014
1254		0.881000		5018
1255		0.880000		5022
1256		0.880000		5026
1257		0.882000		5030
1258		0.887000		5034
1259		0.885000		5038
1260		0.886000		5042
1261		0.885000		5046
1262		1.142000		5050
1263		0.895000		5054
1264		0.889000		5058
1265		0.891000		5062
1266		0.893000		5066
1267		0.895000		5070
1268		0.932000		5074
1269		0.900000		5078
1270		0.895000		5082
1271		0.966000		5086
1272		0.900000		5090
1273		0.904000		5094
1274		0.907000		5098
1275		0.908000		5102
1276		0.905000		5106
1277		0.930000		5110
1278		0.912000		5114
1279		0.938000		5118
1280		0.923000		5122
1281		0.915000		5126
1282		0.916000		5130
1283		0.917000		5134
1284		0.920000		5138
1285		0.955000		5142
1286		0.927000		5146
1287		0.922000		5150
1288		0.926000		5154
1289		0.988000		5158
1290		0.926000		5162
1291		0.928000		5166
1292		0.954000		5170
1293		0.953000		5174
1294		0.931000		5178
1295		1.253000		5182
1296		1.011000		5186
1297		0.957000		5190
1298		0.957000		5194
1299		0.958000		5198
1300		1.017000		5202
1301		0.976000		5206
1302		0.993000		5210
1303		0.984000		5214
1304		1.029000		5218
1305		1.034000		5222
1306		0.982000		5226
1307		0.984000		5230
1308		1.007000		5234
1309		0.988000		5238
1310		0.990000		5242
1311		0.991000		5246
1312		1.025000		5250
1313		0.993000		5254
1314		0.993000		5258
1315		0.996000		5262
1316		1.017000		5266
1317		0.997000		5270
1318		0.999000		5274
1319		1.001000		5278
1320		1.033000		5282
1321		1.002000		5286
1322		1.044000		5290
1323		1.005000		5294
1324		1.032000		5298
1325		1.318000		5302
1326		1.054000		5306
1327		1.091000		5310
1328		1.012000		5314
1329		1.013000		5318
1330		1.014000		5322
1331		1.038000		5326
1332		1.016000		5330
1333		1.022000		5334
1334		1.020000		5338
1335		1.045000		5342
1336		1.020000		5346
1337		1.063000		5350
1338		1.048000		5354
1339		1.026000		5358
1340		1.026000		5362
1341		1.049000		5366
1342		1.063000		5370
1343		1.034000		5374
1344		1.034000		5378
1345		1.034000		5382
1346		1.059000		5386
1347		1.038000		5390
1348		1.039000		5394
1349		1.041000		5398
1350		1.072000		5402
1351		1.045000		5406
1352		1.048000		5410
1353		1.090000		5414
1354		1.356000		5418
1355		1.141000		5422
1356		1.140000		5426
1357		1.079000		5430
1358		1.056000		5434
1359		1.060000		5438
1360		1.065000		5442
1361		1.063000		5446
1362		1.066000		5450
1363		1.067000		5454
1364		1.075000		5458
1365		1.071000		5462
1366		1.073000		5466
1367		1.074000		5470
1368		1.118000		5474
1369		1.145000		5478
1370		1.078000		5482
1371		1.083000		5486
1372		1.081000		5490
1373		1.081000		5494
1374		1.103000		5498
1375		1.086000		5502
1376		1.084000		5506
1377		1.085000		5510
1378		1.088000		5514
1379		1.089000		5518
1380		1.090000		5522
1381		1.091000		5526
